catalog_event_id,event_date,magnitude,depth_km
201403152053,2014-03-15 06:33:00-07,3.1,14.6
201403182014,2014-03-18 00:43:22-07,3.2,142.8
201403252050,2014-03-25 15:26:19-07,3.6,15.7
201403292022,2014-03-29 00:19:35-07,3.5,91.2
201404032051,2014-04-03 00:39:06-07,3.4,1
201404032070,2014-04-03 03:15:29-07,3.1,76.9
201404062043,2014-04-06 09:55:04-07,4.4,157.4
201404132129,2014-04-13 08:47:02-07,3.3,58.8
201404162040,2014-04-16 13:24:24-07,5,76.2
201404182058,2014-04-18 11:44:18-07,5.6,23.4
201404182059,2014-04-18 11:52:12-07,3.7,20.2
201404182060,2014-04-18 11:53:04-07,3.8,16.5
201404182062,2014-04-18 11:56:46-07,5.6,11.75
201404182064,2014-04-18 12:00:58-07,3.9,33.01
201404182067,2014-04-18 12:15:11-07,3.2,20
201404182072,2014-04-18 13:11:28-07,3,11.8
201404182074,2014-04-18 13:28:24-07,3.7,18.4
201404182075,2014-04-18 13:34:52-07,3.8,3.6
201404182076,2014-04-18 13:51:38-07,3.2,28.8
201404182080,2014-04-18 14:38:50-07,4.3,15.9
201404182083,2014-04-18 15:40:51-07,3,14.5
201404182084,2014-04-18 15:52:17-07,3,9.9
201404182085,2014-04-18 16:04:05-07,4.3,0.1
201404192015,2014-04-18 23:26:06-07,4,8.2
201404192029,2014-04-19 01:49:01-07,4.6,17.5
201404192032,2014-04-19 04:31:09-07,4.3,27.6
201404192033,2014-04-19 04:31:43-07,4.6,35.83
201404192035,2014-04-19 04:51:50-07,3.8,20.7
201404192036,2014-04-19 04:53:35-07,3.7,21.6
201404192039,2014-04-19 05:20:20-07,3.6,17.4
201404192076,2014-04-19 15:12:08-07,3.6,5.1
201404192077,2014-04-19 15:12:59-07,3.6,19.1
201404192082,2014-04-19 16:31:52-07,3,16.8
201404202022,2014-04-19 21:50:32-07,3,21
201404202030,2014-04-20 02:40:27-07,3.5,125.2
201404212013,2014-04-21 04:47:07-07,3.7,136.4
201404252012,2014-04-24 23:40:03-07,4.6,0.2
201404252026,2014-04-25 01:51:44-07,3.1,30.1
201404252029,2014-04-25 05:42:28-07,3,12.9
201404252041,2014-04-25 16:07:14-07,3.4,29.2
201404262011,2014-04-25 23:11:59-07,4.1,25
201404262040,2014-04-26 16:10:34-07,3.1,112.3
201404292018,2014-04-29 12:56:04-07,3,8.71
201405012010,2014-04-30 23:15:56-07,3.1,69.9
201405032025,2014-05-03 01:57:12-07,5.7,0.9
201405032026,2014-05-03 02:03:51-07,3.6,17.5
201405032027,2014-05-03 02:05:51-07,3.4,29.6
201405032030,2014-05-03 02:21:34-07,3.3,12.1
201405032037,2014-05-03 02:47:47-07,3.6,22.6
201405032039,2014-05-03 02:51:07-07,5,26.8
201405032041,2014-05-03 02:54:19-07,4.4,26.1
201405032042,2014-05-03 02:57:08-07,4.8,29.5
201405032044,2014-05-03 03:02:06-07,3.1,23.8
201405032045,2014-05-03 03:09:45-07,4.1,10.9
201405032046,2014-05-03 03:11:24-07,4.3,25.7
201405032048,2014-05-03 03:15:32-07,3.6,18.9
201405032051,2014-05-03 03:40:52-07,4.2,22
201405032053,2014-05-03 04:19:09-07,4.4,9.1
201405032056,2014-05-03 04:54:33-07,4.2,24.5
201405032057,2014-05-03 05:06:30-07,3.1,24
201405032059,2014-05-03 05:29:11-07,4,10
201405032080,2014-05-03 10:15:28-07,3.6,27.4
201405032081,2014-05-03 10:31:19-07,3.2,9.2
201405032083,2014-05-03 11:48:08-07,3.6,20
201405032094,2014-05-03 16:35:52-07,3.1,18.8
201405042027,2014-05-04 02:10:36-07,3.1,8.8
201405042071,2014-05-04 13:17:44-07,3.6,13.3
201405052006,2014-05-04 18:13:33-07,3.4,28.4
201405052024,2014-05-04 21:39:17-07,3,35
201405052025,2014-05-04 21:59:44-07,4.5,38
201405052052,2014-05-05 04:59:14-07,4.6,19.02
201405052055,2014-05-05 05:12:35-07,4.5,22.5
201405052056,2014-05-05 05:16:00-07,4.2,25.8
201405052062,2014-05-05 05:38:06-07,3.1,16.4
201405052064,2014-05-05 05:48:02-07,3.1,21.5
201405052073,2014-05-05 06:45:19-07,3,14.5
201405052086,2014-05-05 10:29:50-07,3.9,14.2
201405052103,2014-05-05 15:48:36-07,3,22.7
201405062026,2014-05-05 22:25:00-07,3.1,2.5
201405062080,2014-05-06 08:08:21-07,3,71.4
201405072007,2014-05-06 20:31:04-07,3.3,25.4
201405082027,2014-05-08 02:00:24-07,3.2,16.5
201405082034,2014-05-08 05:04:18-07,3,10.9
201405092005,2014-05-08 19:40:35-07,3,18.8
201405092016,2014-05-08 23:02:07-07,4.1,9.5
201405092023,2014-05-09 00:56:42-07,3.1,123.3
201405102032,2014-05-10 05:12:28-07,3,5.8
201405112028,2014-05-11 03:51:58-07,4.3,22.3
201405112033,2014-05-11 05:07:49-07,3.2,17.6
201405112038,2014-05-11 05:50:05-07,3.2,19.8
201405112040,2014-05-11 06:22:12-07,3.2,24.4
201405112061,2014-05-11 14:49:23-07,3,5.1
201405122040,2014-05-12 05:00:46-07,3.2,129.5
201405122058,2014-05-12 11:18:24-07,4.1,28.2
201405122066,2014-05-12 15:51:04-07,4.2,7.5
201405122070,2014-05-12 16:52:29-07,3.2,15.7
201405162005,2014-05-15 19:27:17-07,4.1,1.7
201405162007,2014-05-15 19:58:24-07,3,7.8
201405192030,2014-05-19 13:01:15-07,3.2,2.2
201405202015,2014-05-20 00:59:46-07,3,124.1
201405222024,2014-05-22 16:41:43-07,3.7,20.8
201405232014,2014-05-23 00:05:21-07,3.3,39.7
201405242043,2014-05-24 15:02:17-07,3,11.9
201405292013,2014-05-29 09:06:48-07,3.2,6.1
201405302013,2014-05-29 23:27:32-07,4.8,14.9
201406012048,2014-06-01 05:01:49-07,3.2,19.9
201406022049,2014-06-02 13:32:14-07,4.3,14.9
201406032006,2014-06-02 21:08:33-07,4.5,12.3
201406032039,2014-06-03 09:27:14-07,3.2,14.8
201406042015,2014-06-04 04:07:30-07,3.5,10.5
201406042018,2014-06-04 04:58:58-07,5.7,12
201406042019,2014-06-04 05:02:25-07,3.6,1.9
201406042020,2014-06-04 05:03:24-07,3.4,10
201406042036,2014-06-04 11:42:12-07,3.2,5.28
201406052034,2014-06-05 07:30:17-07,3.3,4.6
201406052035,2014-06-05 07:41:14-07,3.9,79.4
201406062032,2014-06-06 00:39:01-07,3,206.2
201406072006,2014-06-06 20:14:00-07,4.5,12.06
201406072007,2014-06-06 20:16:58-07,3.2,8.5
201406072011,2014-06-06 20:35:23-07,3.1,21.3
201406072022,2014-06-06 21:43:32-07,5.8,4
201406072023,2014-06-06 21:46:18-07,4,9.8
201406072024,2014-06-06 21:47:19-07,4.7,5.98
201406072026,2014-06-06 21:53:21-07,3,8.6
201406072036,2014-06-06 22:21:20-07,3.1,15.1
201406072039,2014-06-06 23:12:19-07,3.7,17.7
201406072045,2014-06-07 00:07:49-07,3.6,20.5
201406072055,2014-06-07 01:48:43-07,3,17.9
201406072056,2014-06-07 01:59:11-07,3.5,20.7
201406072059,2014-06-07 02:30:39-07,3.1,5.1
201406072061,2014-06-07 04:53:09-07,3,23
201406072074,2014-06-07 15:18:44-07,3.1,15.9
201406082004,2014-06-07 19:23:31-07,4.2,26.5
201406082047,2014-06-08 14:04:16-07,3.2,17.2
201406102021,2014-06-10 07:56:01-07,3.1,26.2
201406112010,2014-06-10 20:51:31-07,3.1,94.7
201406122006,2014-06-11 20:00:19-07,4.2,137.2
201406152014,2014-06-15 05:24:13-07,3.1,20.1
201406162002,2014-06-15 20:22:35-07,3.1,14.4
201406162017,2014-06-16 05:01:08-07,5.5,10
201406162018,2014-06-16 05:10:38-07,3.1,31.4
201406162024,2014-06-16 05:56:51-07,4.4,12.16
201406172014,2014-06-17 01:16:49-07,3.2,6.7
201406172015,2014-06-17 01:53:34-07,3.3,2.8
201406172016,2014-06-17 02:03:48-07,4.3,103.54
201406202001,2014-06-19 17:30:44-07,4.3,20.9
201406202002,2014-06-19 17:42:13-07,3.1,6.3
201406202003,2014-06-19 18:06:22-07,4.4,81.1
201406232059,2014-06-23 15:29:51-07,5.9,103.07
201406232066,2014-06-23 15:47:53-07,4.9,117.55
201406242025,2014-06-24 00:16:30-07,3.2,154.5
201406242029,2014-06-24 01:09:37-07,3.9,108.3
201407012025,2014-07-01 00:12:54-07,3.1,23.6
201407012054,2014-07-01 06:37:21-07,3.3,5
201407022009,2014-07-01 20:10:33-07,3.5,17.1
201407032017,2014-07-02 21:43:42-07,5.2,115.21
201407032034,2014-07-03 01:23:49-07,3.2,41.3
201407072047,2014-07-07 05:12:53-07,3.1,1
201407082048,2014-07-08 07:43:32-07,4.8,118.2
201407112048,2014-07-11 06:42:16-07,3.6,70.5
201407132066,2014-07-13 12:24:21-07,3.2,129.4
201407132077,2014-07-13 16:01:31-07,3.3,17.2
201407142014,2014-07-13 23:04:10-07,3,11.5
201407172014,2014-07-16 20:48:04-07,3.1,137
201407172088,2014-07-17 16:54:28-07,3,44.2
201407182009,2014-07-17 19:00:44-07,4,8.9
201407182010,2014-07-17 19:01:45-07,4.4,21.2
201407182011,2014-07-17 19:03:15-07,4.4,10.9
201407182013,2014-07-17 19:29:24-07,3,7
201407182017,2014-07-17 20:42:35-07,3.5,16.4
201407182020,2014-07-17 21:29:35-07,3.6,8.5
201407182021,2014-07-17 21:31:53-07,3.7,21.7
201407182027,2014-07-17 22:33:26-07,4.7,13.4
201407182054,2014-07-18 07:04:45-07,3.9,1.1
201407192028,2014-07-19 01:42:28-07,3.1,24.4
201407192055,2014-07-19 10:06:39-07,3.2,19.3
201407212030,2014-07-21 05:21:23-07,3.3,24.2
201407212033,2014-07-21 06:21:44-07,3.3,121.5
201407212046,2014-07-21 10:32:36-07,3,10.6
201407222002,2014-07-21 17:45:34-07,3.1,19.3
201407222060,2014-07-22 13:50:14-07,3.7,74.6
201407252030,2014-07-25 04:19:36-07,4.4,10
201407252053,2014-07-25 09:43:24-07,4.4,18.8
201407252058,2014-07-25 11:28:53-07,3.5,17.2
201407262054,2014-07-26 06:49:37-07,3,130.2
201407272002,2014-07-26 18:27:12-07,3.6,27.9
201407292023,2014-07-29 06:34:53-07,3.3,35.7
201407292044,2014-07-29 15:17:37-07,3.4,137.9
201407302009,2014-07-30 05:16:39-07,3.3,25.3
201407302011,2014-07-30 05:39:57-07,3,119.2
201407302020,2014-07-30 08:15:27-07,3.4,17.9
201407302021,2014-07-30 08:20:27-07,3.2,21.2
201407302035,2014-07-30 16:09:24-07,3.1,59.2
201407312003,2014-07-30 17:59:37-07,3.9,125.5
201407312016,2014-07-31 14:51:53-07,3.1,128.7
201408022016,2014-08-01 23:30:59-07,3.3,20.8
201408022058,2014-08-02 11:52:52-07,3.1,14.8
201408032008,2014-08-02 18:03:21-07,3.1,105.4
201408092049,2014-08-09 14:06:03-07,3.1,5.6
201408112031,2014-08-11 01:46:55-07,3.9,10.6
201408122032,2014-08-12 08:37:23-07,3.2,130.7
201408132007,2014-08-12 19:09:37-07,3.5,10
201408132011,2014-08-12 20:06:02-07,3.2,222.9
201408142028,2014-08-14 03:43:56-07,3.7,18
201408142061,2014-08-14 15:09:17-07,4.9,116.82
201408192043,2014-08-19 03:11:22-07,4.1,131.9
201408202002,2014-08-19 17:22:31-07,3.8,101.8
201408212013,2014-08-20 20:41:01-07,3.5,110.9
201408212040,2014-08-21 04:49:43-07,3.1,107
201408222019,2014-08-21 22:13:39-07,4.1,14.5
201408232009,2014-08-22 22:04:40-07,3.7,53.7
201408232015,2014-08-23 03:55:02-07,3.1,37.7
201408232021,2014-08-23 06:24:34-07,3.2,10.8
201408312026,2014-08-31 05:24:58-07,4.1,16.6
201409012011,2014-08-31 19:10:34-07,3.3,14.8
201409012050,2014-09-01 11:32:05-07,4.2,86.3
201409012058,2014-09-01 13:35:55-07,3.5,109
201409022018,2014-09-02 04:18:23-07,3,80.2
201409042011,2014-09-03 21:13:33-07,3,20.4
201409052043,2014-09-05 11:29:52-07,3.7,175.5
201409092074,2014-09-09 16:59:55-07,3.4,6.9
201409102030,2014-09-10 03:43:31-07,3,66.7
201409102051,2014-09-10 09:01:48-07,4,3.7
201409112037,2014-09-11 05:36:11-07,3.6,15.6
201409152010,2014-09-14 20:44:05-07,3.2,1.1
201409152041,2014-09-15 06:03:57-07,3.1,74.4
201409162014,2014-09-16 02:05:19-07,4.1,18.8
201409162065,2014-09-16 16:56:47-07,3.2,8.5
201409182017,2014-09-17 21:36:30-07,3.1,12.7
201409192009,2014-09-18 20:15:07-07,3.2,18.4
201409192053,2014-09-19 13:08:13-07,4,153.5
201409232045,2014-09-23 12:39:33-07,3.5,1
201409242021,2014-09-24 00:30:56-07,4.4,39.82
201409252045,2014-09-25 10:51:17-07,6.2,104
201409262003,2014-09-25 17:29:06-07,3.2,92.9
201409262034,2014-09-26 05:09:18-07,3.6,99.2
201409262037,2014-09-26 07:55:50-07,3,10.3
201409272008,2014-09-26 20:53:11-07,4.9,45.3
201409272016,2014-09-27 01:30:15-07,3,18
201409272038,2014-09-27 08:58:16-07,3,6.2
201409302020,2014-09-30 00:51:30-07,3.2,4.2
201409302022,2014-09-30 01:10:41-07,3,163.5
201410012018,2014-09-30 23:30:28-07,3.5,138.1
201410012022,2014-10-01 01:50:30-07,3.1,41.2
201410022064,2014-10-02 14:33:15-07,4.3,123.6
201410032073,2014-10-03 12:42:02-07,3.2,71
201410032090,2014-10-03 16:35:51-07,3.3,20
201410052017,2014-10-05 01:02:26-07,3.2,20
201410062053,2014-10-06 08:55:51-07,3.9,65
201410072031,2014-10-07 02:41:27-07,3.1,42.4
201410082058,2014-10-08 11:57:44-07,3,91.7
201410182016,2014-10-17 22:32:05-07,4.5,65.3
201410182017,2014-10-17 22:36:57-07,3.9,65.1
201410182021,2014-10-17 23:10:39-07,3.1,64.5
201410202064,2014-10-20 14:22:53-07,3.4,1
201410212003,2014-10-20 17:36:58-07,4.7,12.8
201410212010,2014-10-20 20:17:31-07,3.5,31.3
201410212012,2014-10-20 21:00:17-07,3.5,27.1
201410212017,2014-10-20 21:41:45-07,3.8,134.8
201410222023,2014-10-22 02:45:31-07,3.5,18.2
201410232043,2014-10-23 09:30:24-07,4.9,10.83
201410232045,2014-10-23 10:25:23-07,3.4,15.5
201410252022,2014-10-25 01:13:08-07,3.2,65.4
201410252040,2014-10-25 07:34:53-07,3,148.7
201410262043,2014-10-26 04:40:47-07,3.1,60
201410272005,2014-10-26 19:02:42-07,3.1,13.2
201410312017,2014-10-31 01:57:17-07,3,36.1
201411012004,2014-10-31 18:20:59-07,3.1,112.2
201411022024,2014-11-02 00:18:34-07,4.4,120.5
201411052072,2014-11-05 08:03:51-08,4.6,2.2
201411052100,2014-11-05 15:45:32-08,3.7,2.8
201411062013,2014-11-05 19:13:01-08,3.1,60.7
201411062061,2014-11-06 07:46:55-08,4.2,150.5
201411062096,2014-11-06 15:30:47-08,3.6,12.8
201411072002,2014-11-06 16:11:31-08,3.4,10
201411072054,2014-11-07 03:25:54-08,3.4,43.5
201411082053,2014-11-08 04:54:39-08,3.1,14.3
201411082055,2014-11-08 06:00:09-08,3.6,60.2
201411102075,2014-11-10 13:22:08-08,3.1,6.5
201411102078,2014-11-10 13:44:56-08,3.6,2.5
201411112048,2014-11-11 06:54:08-08,3,90.1
201411112057,2014-11-11 09:47:37-08,3.3,144.9
201411162067,2014-11-16 06:38:58-08,3,179.1
201411172013,2014-11-16 19:52:20-08,3.1,1
201411172063,2014-11-17 06:34:33-08,3,55.8
201411172111,2014-11-17 15:27:05-08,3.6,142.2
201411192060,2014-11-19 05:48:31-08,3.2,66.2
201411232034,2014-11-23 09:32:43-08,4.5,67.9
201411232052,2014-11-23 13:22:29-08,3.2,58.1
201411242035,2014-11-24 06:18:12-08,3,96.3
201411262045,2014-11-26 08:26:40-08,3,7
201411292005,2014-11-28 20:14:15-08,4.9,98.86
201411292029,2014-11-29 13:06:48-08,4.7,68.38
201412012014,2014-11-30 19:33:21-08,3,42
201412012053,2014-12-01 11:41:13-08,3.1,12.6
201412052040,2014-12-05 03:30:13-08,3.4,73.6
201412052047,2014-12-05 05:48:24-08,3.2,120.9
201412052070,2014-12-05 12:44:15-08,3.2,26.5
201412062014,2014-12-05 19:56:53-08,3.4,92.4
201412072045,2014-12-07 03:08:41-08,3.3,132.3
201412092010,2014-12-08 18:20:26-08,3.3,128.7
201412092041,2014-12-09 05:56:37-08,3,17
201412102037,2014-12-10 03:32:02-08,3.3,13.9
201412112004,2014-12-10 16:48:39-08,3,20.1
201412112010,2014-12-10 18:56:28-08,3.1,1.6
201412132046,2014-12-13 07:47:31-08,3.3,12.4
201412132061,2014-12-13 14:30:08-08,3.2,57.3
201412152011,2014-12-14 19:19:38-08,3.1,4.3
201412152021,2014-12-14 21:34:59-08,3.4,138.6
201412182060,2014-12-18 14:05:33-08,3.1,8.7
201412202010,2014-12-19 20:16:09-08,3.2,4.1
201412202018,2014-12-19 22:33:43-08,3.2,144.2
201412202022,2014-12-19 23:32:43-08,3.1,112.4
201412202054,2014-12-20 15:30:38-08,3.1,113.3
201412222037,2014-12-21 23:40:20-08,3.5,119.5
201412222067,2014-12-22 12:44:19-08,3,72.8
201412272040,2014-12-27 09:22:45-08,3.5,47.6
435026,2014-01-18 14:09:04-08,3.14,7.08
201408052014,2014-08-05 01:30:44-07,3.2,0.45
201410122035,2014-10-12 02:34:13-07,3.2,0
466095,2014-11-03 22:20:24-08,3.84,0
201411052079,2014-11-05 09:18:40-08,3.4,1.43
201411062053,2014-11-06 06:07:46-08,3.1,0
201411062059,2014-11-06 07:41:29-08,3.5,0
201411092041,2014-11-09 05:40:47-08,3.6,0
201411092046,2014-11-09 07:22:44-08,3.1,0
201411102083,2014-11-10 14:30:24-08,3.2,0
201411112069,2014-11-11 12:24:58-08,3.1,3.31
201411122038,2014-11-12 06:42:55-08,4.1,1.56
201411122039,2014-11-12 06:45:59-08,3,0
201411132012,2014-11-12 19:25:41-08,3.2,0
201411132019,2014-11-12 21:41:49-08,3.1,0.51
201411132020,2014-11-12 22:02:33-08,3.2,0.53
201411152061,2014-11-14 23:18:48-08,3.2,0.03
201411152103,2014-11-15 05:23:36-08,3,1.28
201411172033,2014-11-17 00:16:13-08,3.9,1.58
201411172106,2014-11-17 15:04:58-08,3.5,0
201411202050,2014-11-20 14:31:03-08,3.2,3.38
201411212052,2014-11-21 09:20:28-08,3.9,3.33
201412042025,2014-12-03 21:24:52-08,4.1,11.48
201412102041,2014-12-10 05:50:58-08,4.1,5.23
432876,2014-01-02 04:04:50-08,3.93,6.37
60664706,2014-01-02 04:05:17-08,3.9,6.4
434307,2014-01-13 22:10:22-08,3.75,8.65
60670622,2014-01-13 22:10:54-08,3.8,7
60674822,2014-01-23 20:40:35-08,4,0.01
435755,2014-01-24 01:08:07-08,3.07,7.71
435960,2014-01-25 16:03:13-08,3.08,10.51
436230,2014-01-28 08:27:30-08,3.24,9.34
436637,2014-01-29 23:00:00-08,3.22,8.88
436662,2014-01-30 02:32:02-08,3.16,12.08
436673,2014-01-30 03:22:58-08,3.14,9.26
444093,2014-04-18 02:41:26-07,3.34,1.7
444241,2014-04-20 08:35:40-07,3.14,6.41
60744712,2014-04-25 17:12:29-07,3.8,7.8
445547,2014-05-02 07:03:03-07,3.06,1.83
201407122048,2014-07-12 09:51:43-07,3,4.7
454026,2014-07-31 13:13:24-07,3.09,4.88
201408012023,2014-08-01 03:13:52-07,3,0
455424,2014-08-10 03:40:03-07,3.77,8.81
201408192005,2014-08-18 17:36:56-07,3.3,1.78
201408192017,2014-08-18 21:00:34-07,3.6,0
201408192032,2014-08-18 23:46:05-07,3.2,0.67
201408192035,2014-08-19 01:03:38-07,3,1.37
201408192041,2014-08-19 02:13:16-07,3.4,1.27
201408192086,2014-08-19 12:14:40-07,3.1,3.45
201408232025,2014-08-23 07:24:37-07,3.1,1.58
457305,2014-08-26 10:04:19-07,3.15,0
201408292019,2014-08-29 01:46:58-07,3.8,1.96
457746,2014-08-29 02:47:52-07,3.11,1.86
201408292031,2014-08-29 10:47:31-07,3,1.39
201409152087,2014-09-15 16:23:16-07,3,0
201409172066,2014-09-17 10:14:06-07,3.1,0
460130,2014-09-19 04:37:26-07,3.29,5.46
201409222005,2014-09-21 19:28:52-07,3.1,0
201409242058,2014-09-24 12:32:29-07,3.3,0
201410012032,2014-10-01 05:46:08-07,3.9,0
201410012039,2014-10-01 06:24:25-07,3.1,0
201410012069,2014-10-01 12:54:15-07,3.2,0
201410012071,2014-10-01 13:55:55-07,3,0
201410022056,2014-10-02 12:34:35-07,3.2,0
201410042005,2014-10-03 18:27:51-07,3.2,0.55
462798,2014-10-05 03:11:26-07,3.58,10.71
465689,2014-10-30 08:50:05-07,3.13,0.56
201411042025,2014-11-04 02:47:58-08,3.7,0
201411042063,2014-11-04 13:16:07-08,3.3,0.04
201411052020,2014-11-04 23:23:04-08,4.7,0.11
201411052021,2014-11-04 23:26:44-08,3.2,0
201411052025,2014-11-05 00:00:08-08,3,0.95
201411052029,2014-11-05 00:27:51-08,3,1.01
201411052033,2014-11-05 00:54:56-08,3.4,0
466275,2014-11-05 01:05:37-08,3.53,0
201411052034,2014-11-05 01:07:47-08,3.2,0
201411052043,2014-11-05 01:51:51-08,3.4,0.14
201411052049,2014-11-05 02:23:06-08,3.5,0
201411052054,2014-11-05 03:59:08-08,3,0
201411052055,2014-11-05 04:12:50-08,3.6,1.62
201411052056,2014-11-05 04:29:57-08,3.2,0
201411052061,2014-11-05 05:23:49-08,3.2,0
201411052080,2014-11-05 09:53:23-08,3.5,1.74
201411052090,2014-11-05 12:06:13-08,3.5,4.02
201411052094,2014-11-05 14:23:50-08,3.4,0
201411052097,2014-11-05 15:01:11-08,3.5,1.05
201411052101,2014-11-05 15:54:37-08,3.3,0
201411062006,2014-11-05 17:17:10-08,3.9,0.7
201411062007,2014-11-05 17:21:11-08,3.7,0
201411062010,2014-11-05 18:12:47-08,3.5,0.09
201411062020,2014-11-05 21:15:57-08,3.1,2.59
201411062025,2014-11-05 23:12:01-08,3.6,0.06
201411062031,2014-11-06 00:00:01-08,3.8,4.39
201411062034,2014-11-06 00:34:46-08,4.5,5.18
201411062062,2014-11-06 07:58:01-08,4.2,0.6
201411062098,2014-11-06 15:53:18-08,3.1,0
201411072012,2014-11-06 17:51:11-08,3.5,1.21
201411072028,2014-11-06 22:06:07-08,3.3,0
201411072031,2014-11-06 22:58:40-08,4,0
201411072040,2014-11-07 00:05:54-08,4.7,0
201411072049,2014-11-07 02:49:50-08,3.2,1.5
201411072051,2014-11-07 03:13:35-08,3,9.62
201411072065,2014-11-07 06:24:31-08,3.1,0
201411072081,2014-11-07 10:24:09-08,3,0
201411072082,2014-11-07 10:39:20-08,3.4,0.57
201411072085,2014-11-07 11:19:55-08,3.5,0
201411082012,2014-11-07 17:52:21-08,3.1,0
201411082022,2014-11-07 21:27:41-08,3.3,0
201411082023,2014-11-07 21:29:33-08,3.3,0.01
201411082048,2014-11-08 03:27:29-08,3.2,0
201411082064,2014-11-08 08:25:30-08,3.3,0
201411092058,2014-11-09 11:32:27-08,3.3,2.71
201411092071,2014-11-09 15:39:46-08,3.2,2.16
201411102004,2014-11-09 17:19:29-08,3.2,0.58
201411102016,2014-11-09 18:43:13-08,3.7,0
201411112055,2014-11-11 08:40:32-08,3,0.98
201411122040,2014-11-12 06:52:54-08,3.3,0
201411122043,2014-11-12 07:17:52-08,3.4,0
201411122047,2014-11-12 07:40:48-08,3.1,0.53
201411132022,2014-11-12 22:36:07-08,4.6,0
201411142044,2014-11-14 04:16:15-08,3.6,0
201411142058,2014-11-14 11:03:52-08,3,0
201411152107,2014-11-15 05:58:38-08,3.8,0.25
201411152109,2014-11-15 06:20:56-08,3.1,4.4
201411152139,2014-11-15 15:40:02-08,3.1,0
201411222004,2014-11-21 17:05:38-08,3.1,3.63
468980,2014-11-21 18:40:22-08,3.55,4.35
201411222016,2014-11-21 22:41:11-08,3.6,2.42
201411252016,2014-11-24 20:32:44-08,3.5,8.1
469413,2014-11-24 20:34:35-08,3.01,7.2
201412102042,2014-12-10 05:52:33-08,3.4,3.4
201412102043,2014-12-10 05:53:43-08,3.3,4.53
201412102045,2014-12-10 06:07:29-08,3.4,4.96
201412102046,2014-12-10 06:22:49-08,3.2,3.79
201412102070,2014-12-10 14:46:20-08,3.7,5.91
201412112001,2014-12-10 16:06:29-08,3.8,6.36
201412122062,2014-12-12 13:36:45-08,3,10.52
201412142031,2014-12-14 01:28:23-08,3.3,3.14
201412142071,2014-12-14 14:58:02-08,3.3,4.2
201412152047,2014-12-15 06:46:03-08,3.6,2.66
201412192045,2014-12-19 05:33:13-08,3.3,3.57
201412192047,2014-12-19 05:37:12-08,3.3,2.82
201412192056,2014-12-19 06:41:00-08,3,3.96
201412192060,2014-12-19 07:29:43-08,3.1,5.55
201412202019,2014-12-19 22:44:40-08,3.1,4.89
201403112010,2014-03-10 20:01:54-07,3.3,8.16
201403212054,2014-03-21 10:30:16-07,3,10.95
201407092006,2014-07-08 19:10:04-07,3,3.43
201408202043,2014-08-20 09:33:58-07,3.1,6.76
201409082040,2014-09-08 05:56:52-07,3.4,5
201409082045,2014-09-08 08:23:30-07,3.2,5.4
201403122026,2014-03-12 02:50:25-07,3.3,3.1
201403162020,2014-03-16 01:46:20-07,3.7,2.7
201403222031,2014-03-22 03:24:25-07,3,6.54
201407202044,2014-07-20 05:24:58-07,3.3,6.15
201407262049,2014-07-26 03:57:10-07,3.4,3.12
201408252002,2014-08-24 17:10:05-07,3,4.65
201409302035,2014-09-30 05:30:25-07,3.3,5
201409302041,2014-09-30 07:55:04-07,3.8,3.06
