catalog_event_id,event_date,magnitude,depth_km
201409302044,2014-09-30 08:24:31-07,3.1,5
201409302048,2014-09-30 09:47:57-07,3.1,5
201410012003,2014-09-30 17:33:29-07,3,9.22
201410012017,2014-09-30 23:11:05-07,3.3,5
201410022047,2014-10-02 11:02:55-07,3.5,5
201410022049,2014-10-02 11:03:43-07,3.1,5
201410022051,2014-10-02 11:35:43-07,3.4,5
201410022071,2014-10-02 15:50:48-07,3.1,5
201410102012,2014-10-09 21:58:51-07,3.3,5.96
201410202039,2014-10-20 07:25:02-07,3.1,4.81
201410212039,2014-10-21 04:55:43-07,3,5.15
201411152136,2014-11-15 14:02:39-08,3.3,2.67
201408162049,2014-08-16 14:25:29-07,3.1,0
201401132086,2014-01-13 09:40:21-08,3.1,2
201401282023,2014-01-28 09:54:44-08,3,5
201409142034,2014-09-14 02:18:59-07,3.2,3.09
201401262024,2014-01-25 22:38:18-08,3.2,4.98
201401302005,2014-01-29 20:50:31-08,3.4,9.91
201402112021,2014-02-11 00:49:21-08,3,7.78
201402142057,2014-02-14 12:46:15-08,3,5
201403082007,2014-03-07 17:29:04-08,3,4.7
201403142006,2014-03-13 19:22:14-07,3.1,4.4
201403222009,2014-03-21 19:30:33-07,3.1,4.5
201403282028,2014-03-28 10:56:11-07,3.1,5
201403282035,2014-03-28 16:16:24-07,3.2,4.92
201403292020,2014-03-28 23:11:18-07,3.1,7
201403302015,2014-03-29 23:51:56-07,4.3,5
201404032118,2014-04-03 13:33:11-07,3.1,5
201404042022,2014-04-03 23:42:34-07,3,4.2
201404092003,2014-04-08 20:36:06-07,3.2,4.67
201404112020,2014-04-10 22:17:50-07,3,5.11
201405022012,2014-05-01 22:46:03-07,3.2,4.67
201405092054,2014-05-09 11:52:47-07,3.9,4
201406142037,2014-06-14 15:55:07-07,3.3,5
201406242062,2014-06-24 09:57:30-07,3.2,6.1
201406242065,2014-06-24 10:38:10-07,3,5
201406252016,2014-06-25 06:09:45-07,3.3,5
201406262005,2014-06-25 22:26:45-07,3.6,4.99
201406262006,2014-06-25 22:38:57-07,3.5,6.3
201406262009,2014-06-25 23:13:30-07,3.4,5
201406262024,2014-06-26 16:28:03-07,3.8,4.99
201407032051,2014-07-03 07:43:41-07,3.1,5
201407062003,2014-07-05 18:44:18-07,3.3,4.92
201407112041,2014-07-11 05:17:05-07,3.4,6.4
201407122037,2014-07-12 04:27:26-07,3.2,5
201407152032,2014-07-15 02:08:40-07,3.9,6.65
201407152039,2014-07-15 03:47:53-07,3,4.84
201408072041,2014-08-07 09:03:44-07,3,5.31
201408162022,2014-08-16 03:54:24-07,3.4,6.1
201408182002,2014-08-17 18:25:57-07,3.7,3
201408182078,2014-08-18 12:14:24-07,3.4,5
201408252041,2014-08-25 14:41:07-07,3.2,1.32
201408292020,2014-08-29 02:52:13-07,3,4.53
201408292027,2014-08-29 08:39:25-07,3.2,3.61
201409022014,2014-09-02 01:05:10-07,3.4,4.12
201409132042,2014-09-13 09:58:10-07,3.2,3.19
201409152001,2014-09-14 17:11:16-07,3.1,4.32
201409192046,2014-09-19 10:23:17-07,3.6,4.28
201409282004,2014-09-27 19:26:03-07,3.2,5
201409302069,2014-09-30 15:12:10-07,3,6.52
201410012063,2014-10-01 11:18:55-07,3.6,5
201410012068,2014-10-01 12:24:16-07,3,4.49
201410012075,2014-10-01 15:15:01-07,3,4.56
201410072034,2014-10-07 05:03:52-07,3.1,7.93
201410102024,2014-10-10 00:38:35-07,3,4.69
201410142010,2014-10-13 18:18:06-07,3,6.24
201410142021,2014-10-13 21:55:44-07,3.3,3.5
201410142022,2014-10-13 22:06:01-07,3.1,3.16
201410142024,2014-10-13 23:26:18-07,3.3,2.34
201410152023,2014-10-15 02:51:16-07,3.5,7.86
201410152030,2014-10-15 05:33:39-07,3,5
201410182041,2014-10-18 05:34:23-07,3,5
201410192056,2014-10-19 10:11:17-07,3,3.99
201410302025,2014-10-30 11:57:02-07,3.4,3.79
201411032026,2014-11-02 23:10:32-08,3.3,6.01
201411042011,2014-11-03 20:16:48-08,3,4.32
201411042047,2014-11-04 08:46:37-08,3,5
201411092004,2014-11-08 17:20:39-08,3,4.73
201411092037,2014-11-09 04:55:44-08,3.1,7.03
201411092061,2014-11-09 12:10:18-08,3.8,3.41
201411102007,2014-11-09 18:11:30-08,3.1,4.74
201411102012,2014-11-09 18:30:56-08,3.5,4.06
201411132048,2014-11-13 06:34:23-08,3.2,4.26
201411142009,2014-11-13 19:54:32-08,3,5.86
201411142042,2014-11-14 03:58:31-08,3.6,3.52
201411142051,2014-11-14 07:41:54-08,3,4.65
201411162044,2014-11-16 02:32:40-08,3.2,4.9
201411182077,2014-11-18 08:16:07-08,3.6,5
201411192053,2014-11-19 04:19:02-08,3.1,5
201411192059,2014-11-19 05:28:52-08,3,5.27
201411192062,2014-11-19 06:17:29-08,3.2,7.67
201411222027,2014-11-22 01:39:29-08,3.8,5.72
201411242022,2014-11-23 22:36:08-08,4,5.27
201411252004,2014-11-24 17:43:39-08,3,3.9
201411252037,2014-11-25 06:43:40-08,3.6,4.13
201411262048,2014-11-26 08:54:04-08,3.1,4.27
201411272004,2014-11-26 16:54:23-08,3.1,4.01
201411282019,2014-11-28 00:36:36-08,3,5.85
201411302013,2014-11-30 02:24:44-08,4.3,5.68
201411302016,2014-11-30 04:18:58-08,3.6,6.26
201412022045,2014-12-02 08:25:53-08,3,4.97
201412042044,2014-12-04 03:34:52-08,3,7.18
201412072078,2014-12-07 14:13:08-08,3.6,5.15
201412082037,2014-12-08 06:05:51-08,3.2,6.98
201412092029,2014-12-09 00:38:01-08,3.2,4.53
201412102059,2014-12-10 09:43:23-08,3,5.52
201412112018,2014-12-10 23:53:49-08,3.8,3.66
201412112052,2014-12-11 11:57:45-08,3.1,5
201412112057,2014-12-11 12:51:03-08,3.4,5.62
201412142069,2014-12-14 14:22:55-08,3.2,6.64
201412152057,2014-12-15 10:22:17-08,3,6.58
201412212004,2014-12-20 17:17:09-08,3,5.19
201412212020,2014-12-20 21:59:04-08,3.1,7.59
201412212029,2014-12-21 00:53:23-08,3,4.21
201412262037,2014-12-26 10:03:37-08,3.1,5.48
201412292039,2014-12-29 09:50:55-08,3.1,5
201412302053,2014-12-30 13:24:51-08,3.5,5
201401042049,2014-01-04 12:35:30-08,3.5,2.99
201401042052,2014-01-04 13:26:17-08,3.2,5
201401042056,2014-01-04 15:33:32-08,3.7,5
201401092005,2014-01-08 19:26:53-08,3.8,3.21
201401092042,2014-01-09 15:07:39-08,3.1,4.63
201401312008,2014-01-31 07:52:58-08,3,5
201401312010,2014-01-31 09:59:12-08,3,2.79
201402012030,2014-02-01 01:08:02-08,3.6,5
201402052056,2014-02-05 15:15:40-08,3.5,10.65
201402062024,2014-02-06 04:48:08-08,3.3,4.45
201402092003,2014-02-08 18:16:02-08,4.1,5
201402102060,2014-02-10 15:37:39-08,3.5,5
201402112013,2014-02-10 19:19:54-08,3,5
201402122029,2014-02-12 04:41:37-08,3.4,10.42
201402162004,2014-02-15 17:51:47-08,3.3,5
201402172011,2014-02-16 20:54:59-08,3.8,7.4
201402172012,2014-02-16 21:02:11-08,3.2,5.39
201402172035,2014-02-17 04:57:39-08,3.1,5
201402172040,2014-02-17 06:19:13-08,3,4.4
201402182032,2014-02-18 03:53:51-08,3.4,5.03
201402182036,2014-02-18 04:16:44-08,3.2,5.14
201402212044,2014-02-21 13:38:50-08,3.2,5
201402232008,2014-02-22 19:11:38-08,3,5
201402232012,2014-02-22 20:44:35-08,3.2,5
201402232018,2014-02-22 23:23:32-08,3,5
201402232023,2014-02-23 01:15:41-08,3.3,5
201402242001,2014-02-23 16:11:33-08,3.1,5
201402242035,2014-02-24 08:44:59-08,3.2,4.3
201402262025,2014-02-26 10:18:02-08,3,5.17
201402262029,2014-02-26 11:30:33-08,3.4,5
201402262031,2014-02-26 11:44:37-08,3,5
201402272001,2014-02-26 16:19:10-08,3.2,0
201402272005,2014-02-27 02:14:02-08,3.7,5
201403022010,2014-03-01 20:21:46-08,3.5,4.4
201403022049,2014-03-02 06:55:46-08,3,3
201403082008,2014-03-07 17:34:12-08,3.1,5
201403082065,2014-03-08 13:50:55-08,3.3,5
201403172052,2014-03-17 01:13:38-07,3.4,7.01
201403172099,2014-03-17 16:38:19-07,3,4.02
201403192007,2014-03-19 01:28:30-07,3.1,5
201403192008,2014-03-19 01:54:30-07,3.1,5
201403192014,2014-03-19 04:23:14-07,3.1,3.7
201403192047,2014-03-19 13:15:32-07,3.4,1.6
201403202004,2014-03-19 22:12:23-07,3.1,6.71
201403202015,2014-03-20 07:39:17-07,3.3,5
201403202054,2014-03-20 15:42:32-07,3.3,3.66
201403222015,2014-03-21 20:01:32-07,3,5
201403222016,2014-03-21 20:02:35-07,3.1,4.5
201403222017,2014-03-21 20:05:58-07,3.9,4.5
201403222056,2014-03-22 12:15:54-07,3,5
201403222058,2014-03-22 12:42:12-07,3.3,4.1
201403242050,2014-03-24 16:32:46-07,3,5.8
201403252022,2014-03-25 07:01:19-07,3.2,6.02
201403302016,2014-03-29 23:59:29-07,3.3,5.18
201403302017,2014-03-30 01:07:05-07,3.5,6.02
201403302018,2014-03-30 01:10:31-07,3.6,3.21
201403302020,2014-03-30 01:42:36-07,4.3,4.95
201403302034,2014-03-30 05:49:42-07,3.4,5
201403302039,2014-03-30 07:09:59-07,4.1,3.9
201403312034,2014-03-31 16:59:47-07,3.1,6.68
201404012020,2014-04-01 00:07:43-07,3,6.38
201404012040,2014-04-01 10:07:13-07,3.2,5
201404022016,2014-04-01 17:56:25-07,3.3,5
201404032120,2014-04-03 13:58:39-07,3.1,5
201404042009,2014-04-03 19:23:47-07,3.5,5.2
201404042013,2014-04-03 20:15:41-07,3.1,5
201404042061,2014-04-04 11:54:18-07,3.4,5
201404052044,2014-04-05 03:54:55-07,3,3.88
201404052050,2014-04-05 05:42:16-07,3.8,2.17
201404062032,2014-04-06 07:25:09-07,3,5
201404062034,2014-04-06 07:58:54-07,3.8,5
201404072010,2014-04-06 20:25:34-07,3.4,5
201404072015,2014-04-06 22:59:34-07,3,4.13
201404072041,2014-04-07 09:03:03-07,4.2,5.13
201404072053,2014-04-07 11:01:42-07,3.1,5.3
201404092042,2014-04-09 10:27:50-07,3,6.8
201404092060,2014-04-09 14:09:30-07,3.2,6.03
201404102016,2014-04-09 21:48:14-07,3.2,5.28
201404102023,2014-04-10 00:33:57-07,4.1,3.39
201404102024,2014-04-10 00:35:40-07,3.2,6.84
201404102026,2014-04-10 01:19:43-07,3.4,5.54
201404102040,2014-04-10 09:53:47-07,3.1,7.99
201404102046,2014-04-10 11:00:48-07,3.7,8.1
201404102049,2014-04-10 11:18:44-07,3.1,8
201404122010,2014-04-11 19:53:38-07,3,5.3
201404122024,2014-04-11 22:32:52-07,3.6,5
201404122065,2014-04-12 09:13:15-07,3.3,3.08
201404132139,2014-04-13 10:00:15-07,3.4,5.74
201404132154,2014-04-13 13:02:21-07,3.5,5.9
201404142050,2014-04-14 06:17:58-07,3.1,7.45
201404172005,2014-04-17 04:50:08-07,3.4,5
201404202061,2014-04-20 12:31:32-07,3.3,7.19
201404222009,2014-04-22 02:57:07-07,3.3,8.29
201404232011,2014-04-23 08:35:33-07,3.1,5
201404242016,2014-04-24 10:46:17-07,3.2,5
201404272004,2014-04-26 18:36:49-07,3,1.3
201404282003,2014-04-27 19:26:41-07,3.2,4.04
201404282006,2014-04-27 21:38:38-07,3.1,5
201404282018,2014-04-28 05:00:18-07,3,2.9
201404302007,2014-04-30 00:48:09-07,3.1,5
201404302021,2014-04-30 12:46:10-07,3.4,5
201404302022,2014-04-30 14:26:00-07,3.2,4.22
201405012022,2014-05-01 03:04:07-07,3.4,4.43
201405012053,2014-05-01 12:07:30-07,3.1,4.13
201405022027,2014-05-02 03:29:20-07,3,6.35
201405022053,2014-05-02 12:44:20-07,3.2,5.53
201405032035,2014-05-03 02:39:07-07,3.6,5
201405072047,2014-05-07 11:57:02-07,3.2,2.49
201405082040,2014-05-08 08:08:57-07,3,4.77
201405082059,2014-05-08 13:40:32-07,3.6,5
201405112020,2014-05-11 00:50:50-07,3,5.83
201405122001,2014-05-11 17:13:03-07,3,5.42
201405132058,2014-05-13 14:39:11-07,3.3,5
201405152001,2014-05-14 17:28:53-07,3,4.65
201405152042,2014-05-15 13:23:21-07,3.5,5
201405162009,2014-05-15 20:35:07-07,3,5
201405162062,2014-05-16 13:00:00-07,3.1,8.1
201405172027,2014-05-17 03:47:05-07,3.1,4.72
201405172059,2014-05-17 13:54:31-07,3.2,2.56
201405182016,2014-05-18 01:29:26-07,3,3.64
201405182032,2014-05-18 11:53:47-07,3,5
201405192009,2014-05-18 21:16:03-07,3.1,3.78
201405192011,2014-05-18 23:29:08-07,3,4.26
201405202006,2014-05-19 20:58:31-07,3.2,7.54
201405202011,2014-05-19 22:42:38-07,3.3,7.55
201405202013,2014-05-20 00:30:18-07,3.4,7.48
201405202021,2014-05-20 06:59:28-07,3.1,6.88
201405252012,2014-05-25 02:10:34-07,3,5
201405302029,2014-05-30 07:32:16-07,3.3,2.41
201405302046,2014-05-30 14:42:02-07,3.3,6.45
201405302049,2014-05-30 15:44:56-07,3.1,4.49
201405312014,2014-05-31 03:18:06-07,3.9,5
201406012025,2014-05-31 22:50:09-07,3.1,5
201406022056,2014-06-02 16:08:02-07,3.1,5.3
201406102007,2014-06-10 00:19:55-07,3.1,5
201406102023,2014-06-10 08:13:51-07,3.1,5.57
201406152026,2014-06-15 10:33:02-07,3,5
201406162012,2014-06-16 03:31:07-07,3.5,5.89
201406162013,2014-06-16 03:47:35-07,4.3,5
201406162015,2014-06-16 04:25:13-07,3,6.72
201406182009,2014-06-18 03:53:02-07,4.1,5
201406182011,2014-06-18 07:08:33-07,3.7,5.97
201406182017,2014-06-18 10:26:33-07,3.1,5
201406182019,2014-06-18 10:44:40-07,3,4.09
201406182021,2014-06-18 11:42:26-07,3.2,5
201406182022,2014-06-18 12:11:33-07,3.6,4.4
201406182023,2014-06-18 12:44:41-07,3.2,5.63
201406202022,2014-06-20 07:46:18-07,3.5,6.4
201406202033,2014-06-20 16:10:56-07,3.9,0.01
201406232004,2014-06-23 00:42:06-07,3.2,6.88
201406232008,2014-06-23 02:48:01-07,3.3,4.59
201406232010,2014-06-23 06:44:59-07,3.5,5.49
201406242053,2014-06-24 07:15:56-07,3,5.54
201406262010,2014-06-26 00:45:56-07,3,3.3
201406262011,2014-06-26 00:57:16-07,3,2.97
201406272005,2014-06-27 00:10:46-07,3.4,4.79
201406272012,2014-06-27 05:36:57-07,3.2,5
201406272017,2014-06-27 08:09:02-07,3.9,5
201406272021,2014-06-27 13:18:35-07,3,5
201406272022,2014-06-27 15:35:05-07,4,4.93
201406282005,2014-06-27 23:08:44-07,3,4.96
201406302003,2014-06-29 18:30:45-07,3.1,1.14
201407012030,2014-07-01 01:20:34-07,3.2,5
201407012056,2014-07-01 07:22:07-07,3.1,5
201407032056,2014-07-03 09:09:03-07,3,5
201407032068,2014-07-03 13:14:54-07,3.2,4.66
201407032069,2014-07-03 13:24:20-07,3,3.98
201407042011,2014-07-03 21:55:09-07,3.2,7.05
201407042050,2014-07-04 13:48:01-07,3,5
201407062010,2014-07-05 21:10:46-07,3.3,4.82
201407062043,2014-07-06 08:22:05-07,3.1,5
201407072027,2014-07-07 00:44:13-07,3.2,3.62
201407072061,2014-07-07 07:38:21-07,3.2,7.73
201407122050,2014-07-12 10:11:46-07,4,4.05
201407122051,2014-07-12 10:34:27-07,3.1,5
201407142019,2014-07-14 00:15:51-07,3.9,5
201407152028,2014-07-15 00:19:17-07,3.5,6.55
201407182007,2014-07-17 18:37:28-07,3,4.96
201407182053,2014-07-18 06:41:13-07,3.3,5
201407232004,2014-07-22 19:02:26-07,3.3,5.26
201407232020,2014-07-23 07:03:47-07,3.2,5.1
201407272040,2014-07-27 15:19:22-07,3.2,4.52
201407282036,2014-07-28 15:26:50-07,3.3,4.76
201407292006,2014-07-28 19:46:36-07,4.3,7.6
201407302028,2014-07-30 09:21:32-07,3.4,5.1
201407302030,2014-07-30 09:46:59-07,3.3,5
201407302038,2014-07-30 16:48:03-07,3.2,5
201407312007,2014-07-30 23:09:30-07,3.1,4.11
201408022006,2014-08-01 18:44:30-07,3.1,5.8
201408032027,2014-08-02 21:57:57-07,3.2,6.7
201408032058,2014-08-03 05:21:26-07,3,3.77
201408032080,2014-08-03 10:11:06-07,3.1,5.59
201408042052,2014-08-04 08:30:42-07,3.3,3.7
201408042060,2014-08-04 11:23:01-07,3.2,6.39
201408062039,2014-08-06 09:06:44-07,3,5
201408072044,2014-08-07 09:39:21-07,3.2,5.39
201408082040,2014-08-08 13:21:56-07,3.3,3.9
201408082043,2014-08-08 13:45:37-07,3,4.16
201408082044,2014-08-08 13:58:40-07,3,3.81
201408102057,2014-08-10 15:29:04-07,3.3,5
201408122025,2014-08-12 05:34:19-07,3,5
201408132050,2014-08-13 08:44:28-07,3.3,5.64
201408142039,2014-08-14 07:15:31-07,3.2,5.12
201408172016,2014-08-16 23:18:43-07,3.4,5.01
201408172019,2014-08-16 23:31:10-07,3.2,5
201408172045,2014-08-17 08:59:05-07,3.1,5
201408172052,2014-08-17 09:35:07-07,3.1,4.81
201408182008,2014-08-17 19:50:09-07,3.5,5
201408202027,2014-08-20 04:31:59-07,3.3,4.89
201408202031,2014-08-20 05:27:40-07,3,5
201408202032,2014-08-20 05:38:06-07,3,5
201408222062,2014-08-22 12:23:10-07,3.1,3.36
201408232017,2014-08-23 04:22:12-07,3.3,5
201408272018,2014-08-27 08:44:24-07,3.1,4.81
201408312035,2014-08-31 09:57:17-07,3.4,3.89
201408312042,2014-08-31 11:49:01-07,3.2,4.86
201408312053,2014-08-31 15:04:51-07,3.1,5.29
201409012045,2014-09-01 10:36:12-07,3,5
201409012049,2014-09-01 11:31:06-07,3.2,5
201409022007,2014-09-01 21:58:06-07,3.3,13.44
201409042024,2014-09-04 04:41:20-07,3.4,5
201409042054,2014-09-04 16:02:42-07,3,3.7
201409042055,2014-09-04 16:32:05-07,3.3,5
201409062095,2014-09-06 11:53:59-07,3.4,5
201409082053,2014-09-08 11:04:22-07,3.6,3.02
201409082068,2014-09-08 14:02:14-07,3.5,6.17
201409092019,2014-09-09 02:06:46-07,3.4,5
201409092024,2014-09-09 03:06:44-07,3,11.68
201409122040,2014-09-12 07:41:55-07,3.7,3.75
201409132023,2014-09-13 01:22:30-07,3.4,4.68
201409132054,2014-09-13 13:01:07-07,3,5
201409142011,2014-09-13 21:10:05-07,3.3,5.27
201409152024,2014-09-15 02:21:22-07,3.1,3.55
201409152045,2014-09-15 06:27:40-07,3.1,4.01
201409152074,2014-09-15 13:08:03-07,3.9,4.82
201409152075,2014-09-15 13:14:12-07,3.2,4.97
201409162060,2014-09-16 15:35:03-07,3.2,4.24
201409172042,2014-09-17 04:09:05-07,3.2,5.58
201409172045,2014-09-17 04:58:26-07,3,7.23
201409172046,2014-09-17 05:02:55-07,3.2,7.48
201409172052,2014-09-17 06:21:54-07,3.3,3.33
201409192001,2014-09-18 17:08:03-07,3,4.49
201409192002,2014-09-18 18:31:53-07,3.8,4.56
201409192003,2014-09-18 18:34:34-07,3.3,5.26
201409192013,2014-09-18 22:08:02-07,3.3,5
201409192027,2014-09-19 03:55:21-07,3,4.41
201409202028,2014-09-20 00:10:18-07,3,3.69
201409212003,2014-09-20 17:36:12-07,3.1,4.77
201409222049,2014-09-22 12:28:34-07,3.6,5
201409232013,2014-09-23 00:58:02-07,3.3,3.89
201409232018,2014-09-23 03:34:00-07,3,5
201409232023,2014-09-23 06:37:10-07,3,5
201409272030,2014-09-27 05:14:49-07,3.4,5
201409272031,2014-09-27 05:29:20-07,3.1,4.44
201409292028,2014-09-29 07:43:39-07,3.1,4
201409302006,2014-09-29 20:01:25-07,4,2.2
201409302011,2014-09-29 22:35:36-07,3,5
201409302014,2014-09-29 23:06:01-07,3.2,3.95
201409302015,2014-09-29 23:21:59-07,3,4.14
201410042067,2014-10-04 13:23:08-07,3.1,5.71
201410052004,2014-10-04 18:10:31-07,3.2,5.67
201410072054,2014-10-07 09:51:13-07,4,5.28
201410072080,2014-10-07 16:57:39-07,3,3.34
201410082004,2014-10-07 18:48:28-07,3.2,4.57
201410102036,2014-10-10 06:51:21-07,4.2,5
201410102042,2014-10-10 09:18:24-07,3.2,3.27
201410102047,2014-10-10 10:26:20-07,3.1,3.56
201410122075,2014-10-12 12:40:43-07,3,3.51
201410132053,2014-10-13 09:03:11-07,3,3.4
201410172043,2014-10-17 05:43:48-07,3,6.95
201410172050,2014-10-17 08:11:23-07,3.2,5
201410172055,2014-10-17 09:47:41-07,3.2,6.11
201410172056,2014-10-17 09:56:42-07,3.3,5
201410182068,2014-10-18 12:26:13-07,3,4.83
201410192003,2014-10-18 18:16:13-07,3.4,4.36
201410192004,2014-10-18 18:49:44-07,3,5
201410192006,2014-10-18 20:04:01-07,3,6.01
201410212004,2014-10-20 17:46:17-07,3.3,2.39
201410212031,2014-10-21 01:55:46-07,3,3.93
201410222072,2014-10-22 15:31:29-07,3.2,7.26
201410232029,2014-10-23 00:06:03-07,3,5
201410272021,2014-10-27 03:42:31-07,3.1,5
201410312002,2014-10-30 17:39:28-07,3.2,4.54
201410312003,2014-10-30 17:49:33-07,3.1,3.58
201410312011,2014-10-30 23:22:59-07,3.8,7.45
201411142022,2014-11-13 23:06:51-08,3.3,5.16
201411142023,2014-11-13 23:10:19-08,3,4.87
201411142025,2014-11-13 23:34:56-08,3.1,4.44
201411142026,2014-11-13 23:43:23-08,3,4.85
201411192024,2014-11-18 19:34:24-08,3.3,5.89
201411192025,2014-11-18 20:06:50-08,3.1,6.16
201411222033,2014-11-22 06:36:06-08,3.5,6.2
201411222034,2014-11-22 06:54:45-08,3,6.09
201411222042,2014-11-22 10:31:34-08,3.1,4.48
201411232008,2014-11-22 20:25:58-08,3.4,5
201411242023,2014-11-23 22:55:53-08,3.3,5
201411242025,2014-11-24 00:28:31-08,3.4,5
201411242034,2014-11-24 06:08:10-08,3,6.87
201411242048,2014-11-24 11:05:57-08,3.7,5.33
201411252001,2014-11-24 16:16:51-08,3,5
201411252053,2014-11-25 14:04:21-08,3.4,4.82
201411252063,2014-11-25 15:32:55-08,3.5,5.58
201411262058,2014-11-26 11:29:19-08,3,5.55
201412042062,2014-12-04 10:04:17-08,3.5,5
201412042075,2014-12-04 15:29:58-08,3.1,4.96
201412052015,2014-12-04 19:54:22-08,3.7,4.01
201412122031,2014-12-12 03:31:46-08,3.3,8.47
201412132032,2014-12-13 01:51:30-08,3.6,6.5
201412142030,2014-12-14 01:14:21-08,3.9,5.41
201412142034,2014-12-14 02:19:54-08,3.1,5.22
201412142049,2014-12-14 07:48:41-08,3.8,6.42
201412142050,2014-12-14 08:09:47-08,3,5.51
201412152010,2014-12-14 18:32:50-08,3,4.05
201412152050,2014-12-15 09:01:56-08,3.2,5.78
201412162038,2014-12-16 09:01:26-08,3.4,5.69
201412162040,2014-12-16 09:18:35-08,3.1,5.64
201412182067,2014-12-18 15:06:54-08,3.4,4.34
201412212065,2014-12-21 10:36:00-08,3.4,4.66
201412212066,2014-12-21 10:42:55-08,3.4,4.02
201412222018,2014-12-21 19:40:56-08,3.6,5
201412222022,2014-12-21 21:05:53-08,3,6.97
201412252023,2014-12-25 12:32:49-08,3.5,6.95
201412252035,2014-12-25 15:11:36-08,3.9,1.98
201412272017,2014-12-26 19:21:36-08,3,6.74
201412272038,2014-12-27 08:39:57-08,3.4,5
201412282024,2014-12-28 02:02:56-08,3,7.12
201412302035,2014-12-30 07:11:50-08,3.1,5
201412302054,2014-12-30 13:37:25-08,3.3,5
201402252038,2014-02-25 14:45:38-08,3.8,5
60703407,2014-02-27 07:48:51-08,3.03,24.46
60891152,2014-10-11 23:24:59-07,3.5,58.22
60686921,2014-02-03 12:29:08-08,3.02,23.88
60740486,2014-04-12 17:04:42-07,4.9,26.72
201404142077,2014-04-14 11:58:37-07,3.3,8.9
201404132003,2014-04-12 17:23:50-07,3.2,4.83
201404142080,2014-04-14 13:16:45-07,4.4,7.4
201404142090,2014-04-14 15:43:40-07,3.3,19.36
201405052037,2014-05-05 02:27:45-07,3.7,5.8
201412232030,2014-12-23 03:53:33-08,3.4,10
201412232032,2014-12-23 03:56:26-08,3.8,6.5
201407032073,2014-07-03 15:56:31-07,3.9,5
201407062013,2014-07-05 21:24:56-07,3.5,5
201407122024,2014-07-12 00:12:53-07,3,5
201409202068,2014-09-20 13:02:12-07,3.2,6.04
201412012030,2014-11-30 23:53:44-08,3.2,5
201401102039,2014-01-10 08:08:33-08,3.4,5
201406292009,2014-06-28 22:08:44-07,3.5,5
201406292015,2014-06-29 01:25:19-07,3.4,5
201406292024,2014-06-29 07:33:59-07,3.6,5
201406292025,2014-06-29 08:40:10-07,3.3,5
201406302015,2014-06-30 09:54:01-07,3.5,5
201407112057,2014-07-11 10:33:21-07,3.6,5
201404212039,2014-04-21 11:16:08-07,3.2,5
201411272023,2014-11-27 08:17:35-08,3.2,99.8
201402032066,2014-02-03 08:39:23-08,4.2,118.6
201403202011,2014-03-20 02:06:26-07,4.2,52.78
201403302003,2014-03-29 18:32:54-07,5.1,72
201405062019,2014-05-05 21:03:02-07,4.1,19.9
201405102057,2014-05-10 12:27:16-07,4.2,7.3
201405172032,2014-05-17 05:33:36-07,3.5,14.2
201406292011,2014-06-28 23:58:45-07,4.6,12.9
201407122001,2014-07-11 17:48:53-07,3,17
201408312017,2014-08-31 02:33:28-07,3.1,17.2
201409022010,2014-09-01 23:33:56-07,3.1,16.5
201409182034,2014-09-18 04:11:31-07,3.4,167
201409252052,2014-09-25 12:59:52-07,3.1,157.4
